,price,floor_level,bedroom_amount,net_area,district,address,misc,facility,url_desc
187,9200000,H,3,547,Po Lam / Tseung Kwan O Station,9 Tong Tak Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Park-Central-Phase-2-Block-10-Higher-Floor-Flat-H-M200977268
188,10100000,H,2,590,Ap Lei Chau,23 South Horizon Drive,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-3-Block-23-Higher-Floor-Flat-A-M100074164
189,12500000,M,3,653,Po Lam / Tseung Kwan O Station,19 Tong Yin Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-3A-Block-1A-Middle-Floor-Flat-A-M201023407
190,10800000,M,2,538,Po Lam / Tseung Kwan O Station,9 Tong Yin Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-1-Tower-6-Sun-Diamond-Middle-Floor-Flat-E-M201067370
191,10300000,L,3,675,Po Lam / Tseung Kwan O Station,9 Tong Tak Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Park-Central-Phase-2-Block-01-Lower-Floor-Flat-B-M250558140
192,8800000,L,2,439,Tsuen Wan,88 Yeung Uk Road,"[{'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-West-The-Aurora-Tower-2-Lower-Floor-Flat-F-M300599614
193,7800000,L,2,499,Lohas Park,8 Shek Kok Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-The-Beaumount-Phase-1-Block-6-Lower-Floor-Flat-B-M201221727
194,7000000,H,2,467,Sheung Shui / Fanling,28 Wo Fung Street,"[{'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Fanling-Fanling-North-Sha-Tau-Kok-Ta-Ku-Ling-Commune-Modern-Block-1-Higher-Floor-Flat-C-M300616554
195,7600000,M,2,563,Tung Chung,1 Kin Tung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Caribbean-Coast-Phase-3-Block-12-Middle-Floor-Flat-C-M350142245
196,12000000,H,3,652,Ap Lei Chau,33A Yi Nam Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-4-The-Oasis-Block-33A-Higher-Floor-Flat-G-M100053381
197,6350000,L,1,307,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-LP6-Tower-3-Lower-Floor-Flat-H-M200780609
198,9300000,M,2,458,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Malibu-Tower-1B-Middle-Floor-Flat-E-M200291908
199,7550000,M,2,384,Po Lam / Tseung Kwan O Station,9 Tong Tak Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Park-Central-Phase-1-Block-07-Middle-Floor-Flat-E-M250570339
200,6380000,H,1,405,Yuen Long,18 Castle Peak Road Tam Mei,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Kam-Tin-Park-Vista-Park-Yoho-Park-Yoho-Milano-Phase-2C-Tower-32A-Higher-Floor-Flat-D-M300247828
201,9900000,H,2,545,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Malibu-Tower-3B-Higher-Floor-Flat-D-M200635350
202,7400000,H,2,420,Po Lam / Tseung Kwan O Station,1 Wan Hang Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00016', 'name': 'Roof'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-1-Block-03-Higher-Floor-Flat-D-M250855028
203,33000000,,4,2355,Tung Chung,Kin Tung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00013', 'name': 'Garden'}, {'id': 'MISCF00014', 'name': 'Terrace'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00016', 'name': 'Roof'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00044', 'name': 'Garage'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Caribbean-Coast-Phase-5-La-Mer-1-Kin-Tung-Road-House-M300250170
204,7680000,H,2,493,Tsuen Wan,398 Castle Peak Road Tsuen Wan,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-Town-Centre-Discovery-Park-Phase-3-Block-11-Higher-Floor-Flat-F-M301407731
205,8800000,H,2,511,Ma On Shan,8 Wu Kai Sha Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Wu-Kai-Sha-Double-Cove-Phase-3-Double-Cove-Starview-Prime-Block-17-Higher-Floor-Flat-F-M350864539
206,12800000,H,3,676,Lai Chi Kok,863 Lai Chi Kok Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Four-Little-Dragons-Banyan-Garden-Phase-I-Block-3-Higher-Floor-Flat-B-M200561633
207,12600000,M,3,748,Tai Po,8 Shan Tong Road,"[{'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tai-Po-Mid-Levels-The-Regent-Tower-18-Middle-Floor-Flat-F-M300355927
208,14800000,H,3,626,Taikoo / Sai Wan Ho,15 Taikoo Wan Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00002', 'name': 'Well Decorated'}, {'id': 'MISCF00003', 'name': 'Newly Decorated'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Horizon-Gardens-Hoi-Tien-Mansion-Higher-Floor-Flat-G-M150260727
209,7380000,L,2,517,Lam Tin / Yau Tong,14 East Laguna Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Lam-Tin-Laguna-City-Phase-2-Block-25-Lower-Floor-Flat-B-M201243231
210,9800000,H,3,652,Tsuen Wan,398 Castle Peak Road Tsuen Wan,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-Town-Centre-Discovery-Park-Phase-3-Block-12-Higher-Floor-Flat-A-M300699327
211,6680000,L,3,451,Shatin,4 Tak Kei Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-City-One-Shek-Mun-City-One-Shatin-Phase-1-Block-02-Lower-Floor-Flat-E-M301292514
212,9300000,H,3,737,Tung Chung,1 Kin Tung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Caribbean-Coast-Phase-2-Block-7-Higher-Floor-Flat-G-M350002676
213,9500000,H,2,516,Tiu Keng Leng,88 O King Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Ocean-Shores-Phase-1-Block-02-Higher-Floor-Flat-A-M200637363
214,5200000,L,2,355,Yuen Long,11 Shap Pat Heung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-The-Reach-Tower-01-Lower-Floor-Flat-F-M301272860
215,9600000,H,3,729,Tung Chung,1 Kin Tung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Caribbean-Coast-Phase-2-Block-8-Higher-Floor-Flat-B-M350104913
216,8800000,L,2,507,Yuen Long,9 Yuen Lung Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-Yoho-Town-Yoho-Midtown-Block-M5-Lower-Floor-Flat-E-M300805239
217,10500000,H,2,581,Ap Lei Chau,23A South Horizon Drive,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-3-Block-23A-Higher-Floor-Flat-C-M100041038
218,13300000,M,3,721,Ap Lei Chau,6 South Horizon Drive,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-1-Block-06-Middle-Floor-Flat-D-M100050567
219,8180000,L,1,366,Po Lam / Tseung Kwan O Station,19 Tong Yin Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-3A-Block-1A-Lower-Floor-Flat-D-M200866056
220,11000000,L,3,723,Taikoo / Sai Wan Ho,20 Taikoo Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Kam-Din-Terrace-Yuan-Kung-Mansion-Lower-Floor-Flat-C-M100579884
221,6680000,M,2,364,Po Lam / Tseung Kwan O Station,1 Wan Hang Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-1-Block-03-Middle-Floor-Flat-F-M250837576
222,5000000,L,2,327,Shatin,4 Pak Tak Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-City-One-Shek-Mun-City-One-Shatin-Phase-2-Block-19-Lower-Floor-Flat-D-M350650917
223,8980000,L,2,517,Tiu Keng Leng,88 O King Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Ocean-Shores-Phase-3-Block-16-Lower-Floor-Flat-C-M200638057
224,8280000,M,2,436,Tai Kok Tsui,8 Fuk Lee Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Nam-Cheong-Station-Metro-Harbour-View-Phase-2-Block-07-Middle-Floor-Flat-B-M200967514
225,6800000,M,2,363,Po Lam / Tseung Kwan O Station,8 Yan King Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-2-Block-07-Middle-Floor-Flat-G-M201222373
226,10000000,M,2,541,Po Lam / Tseung Kwan O Station,19 Tong Yin Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-3A-Block-5A-Middle-Floor-Flat-C-M201225277
227,9900000,M,3,658,Tsuen Wan,398 Castle Peak Road Tsuen Wan,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-Town-Centre-Discovery-Park-Phase-3-Block-10-Middle-Floor-Flat-H-M301265700
