,Balcony,Club House,Garden View,Lux_Revo,MTR nearby,Mountain View,River View,Rooftop,Sea View,Shopping Mall nearby,Swimming,Terrace,bedroom_amount,building,car_parking,floor_level,link,location,net_area,price,price_per,Garden view
1882,1,,,,,,,1,,,,,4,Faber Court,1,,https://www.squarefoot.com.hk/buy/residential/property-31206,Tai Tam,"1,749",HKD$85 Millions,"@48,599 ",
1883,,,,,,,,1,,,,,5+,Hollywood Mews,,,https://www.squarefoot.com.hk/buy/residential/property-31205,Sheung Wan,"3,426",HKD$120 Millions,"@35,026 ",
1884,1,,,,,,,,,,,,2,Lime GALA,,,https://www.squarefoot.com.hk/buy/residential/property-31204,Shaukeiwan,539,HKD$13 Millions,"@24,119 ",
1885,1,,,,,,,,,,,,3,Island Garden,,,https://www.squarefoot.com.hk/buy/residential/property-31203,Shaukeiwan,861,HKD$18.5 Millions,"@21,487 ",
1886,1,,,,,,,,,,,,3,Island Garden,,,https://www.squarefoot.com.hk/buy/residential/property-31202,Shaukeiwan,980,HKD$19.33 Millions,"@19,724 ",
1887,,,,,,,,,,,,,2,Island Garden,,,https://www.squarefoot.com.hk/buy/residential/property-31201,Shaukeiwan,484,HKD$9.3 Millions,"@19,215 ",
1888,1,,,,,,,,,,,,4,Island Garden,,,https://www.squarefoot.com.hk/buy/residential/property-31200,Shaukeiwan,"1,228",HKD$48 Millions,"@39,088 ",
1889,1,,,,,,,,1,,,,3,Ruby Court,1,,https://www.squarefoot.com.hk/buy/residential/property-31197,Repulse Bay,"1,775",HKD$85 Millions,"@47,887 ",
1890,,,,,,,,,,,,,3,Kensington Hill,,,https://www.squarefoot.com.hk/buy/residential/property-31196,Sai Ying Pun,804,HKD$22 Millions,"@27,363 ",
1891,,,,,,,,,,,,,2,Victoria Centre,,,https://www.squarefoot.com.hk/buy/residential/property-31194,Tin Hau,"1,031",HKD$27.8 Millions,"@26,964 ",
1892,1,,,,,,,,,,,,3,Hoover Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26246,Western mid-levels,"1,329",HKD$23 Millions,"@17,306 ",
1893,,,,,,,,,,,,,3,Queen's Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26243,Sheung Wan,518,HKD$13 Millions,"@25,097 ",
1894,1,,,,,,,,,,,,2,The Icon,,,https://www.squarefoot.com.hk/buy/residential/property-26242,Western mid-levels,513,HKD$13 Millions,"@25,341 ",
1895,,,,,,,,,,,,,2,Manhattan Heights,,,https://www.squarefoot.com.hk/buy/residential/property-26240,Kennedy Town,714,HKD$20 Millions,"@28,011 ",
1896,,,,,,,,,,,,,3,Four Winds Apartment,1,,https://www.squarefoot.com.hk/buy/residential/property-26239,Pok Fu Lam,977,HKD$18 Millions,"@18,424 ",
1897,,,,,,,,,,,,,2,Le Cachet,,H,https://www.squarefoot.com.hk/buy/residential/property-26236,Happy Valley,534,HKD$13.2 Millions,"@24,719 ",
1898,1,,,,,,,,,,,,3,Beverley Heights,1,H,https://www.squarefoot.com.hk/buy/residential/property-26234,North Point Mid,719,HKD$13.3 Millions,"@18,498 ",
1899,1,,,,1,,,,,,,,1,Fleur Pavilia,,,https://www.squarefoot.com.hk/buy/residential/property-26233,North Point,519,HKD$12.8 Millions,"@24,663 ",
1900,,,,,,,,,,,,,2,18-19A Fung Fai Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26232,Happy Valley,989,HKD$17 Millions,"@17,189 ",
1901,1,,,,,,,,,,,,2,Larvotto,,,https://www.squarefoot.com.hk/buy/residential/property-26231,Ap Lei Chau,"1,052",HKD$28 Millions,"@26,616 ",
1902,,,,,,,,,,,,,1,Charming Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26227,Sai Ying Pun,287,HKD$6 Millions,"@20,906 ",
1903,1,,,,,,,,,,,,2,The Icon,,,https://www.squarefoot.com.hk/buy/residential/property-26225,Western mid-levels,513,HKD$13.5 Millions,"@26,316 ",
1904,,,,,,,,,,,,,2,Elegant Court,,,https://www.squarefoot.com.hk/buy/residential/property-26224,Happy Valley,522,HKD$13.88 Millions,"@26,590 ",
1905,,,,,,,,,,,,,2,Sherwood Court,,,https://www.squarefoot.com.hk/buy/residential/property-26223,Western mid-levels,626,HKD$13.5 Millions,"@21,565 ",
1906,,,,,,,,,,,,,2,Casa Bella,,H,https://www.squarefoot.com.hk/buy/residential/property-26222,Western mid-levels,567,HKD$12.9 Millions,"@22,751 ",
1907,,,,,1,,,,1,,,,3,Convention Plaza,,H,https://www.squarefoot.com.hk/buy/residential/property-26221,Wan Chai,"1,400",HKD$48 Millions,"@34,286 ",
1908,,,,,,,,1,,,,,2,Tai Shing Building,,,https://www.squarefoot.com.hk/buy/residential/property-26219,Western mid-levels,720,HKD$15.8 Millions,"@21,944 ",
1909,1,,,,,,,,,,,,3,Greenery Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-26218,Pok Fu Lam,"1,020",HKD$19 Millions,"@18,627 ",
1910,,,,,,,,,,,,,3,Parisian,1,H,https://www.squarefoot.com.hk/buy/residential/property-26217,Stanley,"1,367",HKD$38 Millions,"@27,798 ",
1911,,,,,,,,,,,,,3,South Horizons,,,https://www.squarefoot.com.hk/buy/residential/property-26216,South Horizons,742,HKD$13.7 Millions,"@18,464 ",
1912,,,,,,,,,,,,,2,Caine Building,,,https://www.squarefoot.com.hk/buy/residential/property-26271,Western mid-levels,436,HKD$9.5 Millions,"@21,789 ",
1913,,,,,,,,,,,,,2,Valiant Park,,,https://www.squarefoot.com.hk/buy/residential/property-26270,Western mid-levels,521,HKD$12.8 Millions,"@24,568 ",
1914,1,,,,,,,,,,,,2,The Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26269,Wan Chai,497,HKD$12.8 Millions,"@25,755 ",
1915,1,,,,,,,,,,,,3,Caroline Height,,H,https://www.squarefoot.com.hk/buy/residential/property-26267,Causeway Bay,750,HKD$16.5 Millions,"@22,000 ",
1916,,,,,,,,,,1,,,2,Winway Court,,,https://www.squarefoot.com.hk/buy/residential/property-26266,Tai Hang,719,HKD$12.8 Millions,"@17,803 ",
1917,,,,,,,,,,,,,3,Baguio Villa,1,,https://www.squarefoot.com.hk/buy/residential/property-26265,Baguio Villa,"1,012",HKD$19.5 Millions,"@19,269 ",
1918,1,1,,,1,,,,,,,,2,J Residence,,,https://www.squarefoot.com.hk/buy/residential/property-26261,Wan Chai,645,HKD$12.8 Millions,"@19,845 ",
1919,1,,,,,,,,1,,,,2,Baguio Villa,1,H,https://www.squarefoot.com.hk/buy/residential/property-26260,Baguio Villa,976,HKD$20 Millions,"@20,492 ",
1920,1,,,,,,,,,,,,3,Centre Stage,,,https://www.squarefoot.com.hk/buy/residential/property-26259,Sheung Wan,628,HKD$16.9 Millions,"@26,911 ",
1921,,,,,,,,,,,,,3,Kennedy Town Centre,,,https://www.squarefoot.com.hk/buy/residential/property-26258,Kennedy Town,558,HKD$12.3 Millions,"@22,043 ",
1922,1,,,,,,,,1,,,,2,The Sail at Victoria,,H,https://www.squarefoot.com.hk/buy/residential/property-26284,Kennedy Town,497,HKD$13 Millions,"@26,157 ",
1923,,,,,,,,,,,,,1,Arbuthnot House,,,https://www.squarefoot.com.hk/buy/residential/property-26283,Western mid-levels,506,HKD$14 Millions,"@27,668 ",
1924,,,,,,,,,,,,,2,Peace House,,,https://www.squarefoot.com.hk/buy/residential/property-26282,Happy Valley,763,HKD$12.5 Millions,"@16,383 ",
1925,,,,,,,,,,,,,2,Hollywood Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26280,Sheung Wan,616,HKD$14.7 Millions,"@23,864 ",
1926,,,,,,,,,,,,,2,FairView Height,,,https://www.squarefoot.com.hk/buy/residential/property-26279,Western mid-levels,431,HKD$11.3 Millions,"@26,218 ",
1927,,,,,,,,,,,,,3,Robinson Place,,H,https://www.squarefoot.com.hk/buy/residential/property-26278,Western mid-levels,"1,060",HKD$26 Millions,"@24,528 ",
1928,1,,,,,,,,,,,,3,Euston Court,,,https://www.squarefoot.com.hk/buy/residential/property-26276,Western mid-levels,775,HKD$17.9 Millions,"@23,097 ",
1929,1,,,,1,,,,,,,,1,The Nova,,,https://www.squarefoot.com.hk/buy/residential/property-26274,Sai Ying Pun,393,HKD$12.6 Millions,"@32,061 ",
1930,,,,,,,,,,,,,2,Hang Fat Building,,,https://www.squarefoot.com.hk/buy/residential/property-26273,Sheung Wan,660,HKD$12.2 Millions,"@18,485 ",
1931,,,,,,,,,,,,,1,Maxluck Court,,,https://www.squarefoot.com.hk/buy/residential/property-26272,Western mid-levels,395,HKD$12.68 Millions,"@32,101 ",
1932,,,,,,,,,,,,,2,Po Ming Building,,H,https://www.squarefoot.com.hk/buy/residential/property-26257,Causeway Bay,717,HKD$12.95 Millions,"@18,061 ",
1933,1,,,,,,,,,,,,2,Novum East,,,https://www.squarefoot.com.hk/buy/residential/property-26256,Quarry Bay,451,HKD$12.98 Millions,"@28,780 ",
1934,1,,,,,,,,,,,,3,Village Garden,,,https://www.squarefoot.com.hk/buy/residential/property-26255,Happy Valley,592,HKD$12.98 Millions,"@21,926 ",
1935,,,,,,,,,,,,,2,35-41 Village Terrace,1,,https://www.squarefoot.com.hk/buy/residential/property-26254,Happy Valley,"1,232",HKD$19.5 Millions,"@15,828 ",
1936,1,,,,1,,,,,,,,1,The Nova,,,https://www.squarefoot.com.hk/buy/residential/property-26253,Sai Ying Pun,388,HKD$13 Millions,"@33,505 ",
1937,,,,,,,,,,,,1,3,5 Yik Kwan Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26252,Tai Hang,722,HKD$18 Millions,"@24,931 ",
1938,1,,,,,,,,,,,,3,Harmony Place,,,https://www.squarefoot.com.hk/buy/residential/property-26251,Shaukeiwan,671,HKD$13 Millions,"@19,374 ",
1939,,,,,,,,,,,,,2,Gramercy,,,https://www.squarefoot.com.hk/buy/residential/property-26250,Western mid-levels,676,HKD$23.8 Millions,"@35,207 ",
1940,,,,,,,,,,,,,2,Happy Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26249,Mid-Levels Central,977,HKD$23 Millions,"@23,541 ",
1941,,,,,,,,,,,,,3,SkyView Cliff,,,https://www.squarefoot.com.hk/buy/residential/property-26247,Western mid-levels,883,HKD$17 Millions,"@19,253 ",
1942,1,,,,1,,,,,,,,1,Cadogan,,,https://www.squarefoot.com.hk/buy/residential/property-26313,Kennedy Town,377,HKD$12 Millions,"@31,830 ",
1943,,,,,,,,,,,,,2,Euston Court,,,https://www.squarefoot.com.hk/buy/residential/property-26311,Western mid-levels,587,HKD$12 Millions,"@20,443 ",
1944,,,,,,,,,,,,,3,Corona Tower,,H,https://www.squarefoot.com.hk/buy/residential/property-26310,Western mid-levels,791,HKD$19.5 Millions,"@24,652 ",
1945,,,,,,,,,,,,,2,Golden Phoenix Court,,,https://www.squarefoot.com.hk/buy/residential/property-26308,Western mid-levels,534,HKD$12 Millions,"@22,472 ",
1946,1,,,,,,,,,,,1,2,The Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26304,Wan Chai,531,HKD$17 Millions,"@32,015 ",
1947,1,,,,,,,,,,,,1,Novum West,,,https://www.squarefoot.com.hk/buy/residential/property-26303,Sai Ying Pun,331,HKD$12 Millions,"@36,254 ",
1948,,,,,,,,,,,,,2,Malibu Garden,,H,https://www.squarefoot.com.hk/buy/residential/property-26302,Happy Valley,524,HKD$12 Millions,"@22,901 ",
1949,,,,,,,,,,,,,3,Ko Nga Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26301,Sai Ying Pun,477,HKD$12 Millions,"@25,157 ",
1950,,,,,,,,,,,,,2,Cordial Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26300,Western mid-levels,480,HKD$8.7 Millions,"@18,125 ",
1951,1,,,,,,,,,,,,3,Dragon Court,1,,https://www.squarefoot.com.hk/buy/residential/property-26299,Tin Hau,857,HKD$16.18 Millions,"@18,880 ",
1952,,,,,,,,,,,,,3,Tavistock,,H,https://www.squarefoot.com.hk/buy/residential/property-26327,Mid-Levels Central,"1,267",HKD$43 Millions,"@33,938 ",
1953,,,,,,,,1,,,,,1,Li Chit Garden,,,https://www.squarefoot.com.hk/buy/residential/property-26326,Wan Chai,438,HKD$11.81 Millions,"@26,963 ",
1954,1,,,,,,,,,,,,1,Artisan House,,,https://www.squarefoot.com.hk/buy/residential/property-26325,Sai Ying Pun,339,HKD$11.86 Millions,"@34,985 ",
1955,,,,,1,,,,,1,,,2,No.1 Star Street,,,https://www.squarefoot.com.hk/buy/residential/property-26324,Wan Chai,511,HKD$14.95 Millions,"@29,256 ",
1956,,,,,,,,,,,,,2,Ying Wa Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26323,Sheung Wan,466,HKD$11.2 Millions,"@24,034 ",
1957,,,,,,,,,,,,,3,Arts Building,,,https://www.squarefoot.com.hk/buy/residential/property-26322,Western mid-levels,625,HKD$11.3 Millions,"@18,080 ",
1958,,,,,,,,,,,,,2,Western Garden,,,https://www.squarefoot.com.hk/buy/residential/property-26319,Sai Ying Pun,451,HKD$8.5 Millions,"@18,847 ",
1959,1,,,,1,,,,,,,,2,One Pacific Heights,,,https://www.squarefoot.com.hk/buy/residential/property-26318,Sheung Wan,568,HKD$15 Millions,"@26,408 ",
1960,,,,,,,,,1,,,,3,Birchwood Place,,H,https://www.squarefoot.com.hk/buy/residential/property-26317,Mid-Levels Central,"1,539",HKD$58 Millions,"@37,687 ",
1961,1,,,,,,,,,,,,4,Tregunter,1,H,https://www.squarefoot.com.hk/buy/residential/property-26314,Mid-Levels Central,"2,330",HKD$63 Millions,"@27,039 ",
1962,1,,,,,,,,,,,,3,Residence Bel-Air,,,https://www.squarefoot.com.hk/buy/residential/property-26337,Southern District,"1,046",HKD$35.5 Millions,"@33,939 ",
1963,,,,,,,,,,,,,1,Tai Wong Building,,,https://www.squarefoot.com.hk/buy/residential/property-26336,Sheung Wan,850,HKD$13.88 Millions,"@16,329 ",
1964,1,1,,,,,,,,,,,2,The Oakhill,,,https://www.squarefoot.com.hk/buy/residential/property-26335,Wan Chai,681,HKD$17.3 Millions,"@25,404 ",
1965,1,,,,,,,,,,,,1,Regent Hill,,,https://www.squarefoot.com.hk/buy/residential/property-26334,Happy Valley,355,HKD$11.8 Millions,"@33,239 ",
1966,,,,,,,,1,,,,,1,Ying Piu Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26333,Western mid-levels,404,HKD$11.8 Millions,"@29,208 ",
1967,,,,,,,,,,,,,2,Valiant Park,,,https://www.squarefoot.com.hk/buy/residential/property-26332,Western mid-levels,521,HKD$11.8 Millions,"@22,649 ",
1968,,,,,,,,,,,,,2,Caine Building,,H,https://www.squarefoot.com.hk/buy/residential/property-26331,Western mid-levels,436,HKD$11.8 Millions,"@27,064 ",
1969,,,,,1,,,,,1,,,3,TaiKoo Shing,,,https://www.squarefoot.com.hk/buy/residential/property-26365,Taikoo Shing,689,HKD$11 Millions,"@15,965 ",
1970,,,,,,,,,,,,,3,Hillsborough Court,1,,https://www.squarefoot.com.hk/buy/residential/property-26330,Mid-Levels Central,"1,108",HKD$38 Millions,"@34,296 ",
1971,,,,,,,,,,,,,2,Primrose Court,,,https://www.squarefoot.com.hk/buy/residential/property-26329,Western mid-levels,659,HKD$16.2 Millions,"@24,583 ",
1972,1,,,,1,,,,,,,,2,Bel Mount Garden,,H,https://www.squarefoot.com.hk/buy/residential/property-26328,Western mid-levels,511,HKD$11.8 Millions,"@23,092 ",
1973,1,1,,,1,,,,,,,,1,J Residence,,,https://www.squarefoot.com.hk/buy/residential/property-26364,Wan Chai,422,HKD$11 Millions,"@26,066 ",
1974,1,,,,,,,,,,,,2,Baguio Villa,1,,https://www.squarefoot.com.hk/buy/residential/property-26363,Baguio Villa,976,HKD$15.5 Millions,"@15,881 ",
1975,,,,,,,,,,,,,3,South Horizons,,,https://www.squarefoot.com.hk/buy/residential/property-26362,South Horizons,621,HKD$11 Millions,"@17,713 ",
1976,1,1,,,1,,,,,,,,1,J Residence,,,https://www.squarefoot.com.hk/buy/residential/property-26361,Wan Chai,424,HKD$11 Millions,"@25,943 ",
1977,1,,,,,,,,,,,,2,Pokfulam Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26360,Aberdeen,"1,046",HKD$16.8 Millions,"@16,061 ",
1978,1,,,,,,,,,,,,1,5 Star Street,,,https://www.squarefoot.com.hk/buy/residential/property-26358,Wan Chai,408,HKD$15 Millions,"@36,765 ",
1979,,,,,,,,,,,,,3,Vienna Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26357,Causeway Bay,"1,255",HKD$19 Millions,"@15,139 ",
1980,,,,,,,,,,,,,3,Winsome Park,1,H,https://www.squarefoot.com.hk/buy/residential/property-26356,Western mid-levels,829,HKD$21.5 Millions,"@25,935 ",
1981,1,,,,,,,,,,,,2,63 Pokfulam,,,https://www.squarefoot.com.hk/buy/residential/property-26355,Sai Ying Pun,305,HKD$11.18 Millions,"@36,656 ",
1982,1,,,,,,,,,,,,2,The Icon,,H,https://www.squarefoot.com.hk/buy/residential/property-26200,Western mid-levels,513,HKD$13.8 Millions,"@26,901 ",
1983,1,,,,,,,,,,,,2,Island Crest,,,https://www.squarefoot.com.hk/buy/residential/property-26199,Sai Ying Pun,459,HKD$13.5 Millions,"@29,412 ",
1984,1,,,,,,,,,,,,2,Soho 38,,,https://www.squarefoot.com.hk/buy/residential/property-26197,Western mid-levels,495,HKD$11.68 Millions,"@23,596 ",
1985,,,,,,,,,,,,1,2,Kingston Building,,,https://www.squarefoot.com.hk/buy/residential/property-26196,Causeway Bay,807,HKD$13.88 Millions,"@17,200 ",
1986,,,,,,,,,,,,,2,Tai Hang Terrace,1,,https://www.squarefoot.com.hk/buy/residential/property-26195,Jardine,567,HKD$13.8 Millions,"@24,339 ",
1987,,,,,,,,,,,,,3,Imperial Court,,,https://www.squarefoot.com.hk/buy/residential/property-26194,Western mid-levels,988,HKD$21.5 Millions,"@21,761 ",
1988,1,,,,,,,,,,,,1,The Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26193,Wan Chai,584,HKD$16.3 Millions,"@27,911 ",
1989,,,,,,,,,,,,,2,Grand Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26192,Western mid-levels,912,HKD$18 Millions,"@19,737 ",
1990,1,,,,1,,,,,,,,1,Marinella,,,https://www.squarefoot.com.hk/buy/residential/property-26191,Wong Chuk Hang,598,HKD$22.5 Millions,"@37,625 ",
1991,,,,,,,,,,1,,,1,GrandView Tower,,,https://www.squarefoot.com.hk/buy/residential/property-26189,Mid-Levels Central,735,HKD$15.7 Millions,"@21,361 ",
1992,,,,,,,,,,1,,,2,Friendship Court,,,https://www.squarefoot.com.hk/buy/residential/property-26391,Happy Valley,728,HKD$14.8 Millions,"@20,330 ",
1993,1,1,,,1,,,,,,,,1,J Residence,,,https://www.squarefoot.com.hk/buy/residential/property-26390,Wan Chai,482,HKD$10.5 Millions,"@21,784 ",
1994,,,,,,,,,,,,,2,Goodview Court,,,https://www.squarefoot.com.hk/buy/residential/property-26389,Sheung Wan,547,HKD$10.5 Millions,"@19,196 ",
1995,,,,,,,,,,,,,2,Marina Habitat,,,https://www.squarefoot.com.hk/buy/residential/property-26387,Ap Lei Chau,527,HKD$9.3 Millions,"@17,647 ",
1996,,,1,,,,,,,,,,2,Hong Kong ParkView,1,H,https://www.squarefoot.com.hk/buy/residential/property-26384,ParkView,"1,045",HKD$29.9 Millions,"@28,612 ",
1997,,,,,,,,,,,,,2,Beaudry Tower,,,https://www.squarefoot.com.hk/buy/residential/property-26382,Western mid-levels,510,HKD$10.6 Millions,"@20,784 ",
1998,,,,,1,,,,,,,,1,Convention Plaza,,H,https://www.squarefoot.com.hk/buy/residential/property-26381,Wan Chai,418,HKD$11 Millions,"@26,316 ",
1999,,,,,,,,,,,,,2,Pokfulam Gardens,,,https://www.squarefoot.com.hk/buy/residential/property-26380,Pok Fu Lam,705,HKD$10.28 Millions,"@14,582 ",
2000,,,,,,,,,,,,,2,Queen's Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26379,Sheung Wan,499,HKD$10.78 Millions,"@21,603 ",
2001,,,,,,,,,,,,,1,Queen's Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26378,Sheung Wan,322,HKD$7.98 Millions,"@24,783 ",
2002,,,,,,,,,,,,,3,The Grand Panorama,,H,https://www.squarefoot.com.hk/buy/residential/property-25790,Western mid-levels,"1,014",HKD$23.8 Millions,"@23,471 ",
2003,,,1,,,,,,,,,1,3,Grand Court,1,H,https://www.squarefoot.com.hk/buy/residential/property-25788,Happy Valley,799,HKD$26 Millions,"@32,541 ",
2004,,,,,,,,,,,,,2,Stanford Villa,,,https://www.squarefoot.com.hk/buy/residential/property-25787,Stanley,624,HKD$24.8 Millions,"@39,744 ",
2005,,,,,1,,,,,,,,2,Convention Plaza,,,https://www.squarefoot.com.hk/buy/residential/property-25784,Wan Chai,998,HKD$25 Millions,"@25,050 ",
2006,1,,,,,,,,,,,,3,Soho 189,,,https://www.squarefoot.com.hk/buy/residential/property-25782,Sheung Wan,745,HKD$25 Millions,"@33,557 ",
2007,,,,,,,,,,,,,2,CNT Bisney,1,,https://www.squarefoot.com.hk/buy/residential/property-25779,Pok Fu Lam,561,HKD$10.88 Millions,"@19,394 ",
2008,1,1,,,,,,,,,,,3,The Oakhill,,,https://www.squarefoot.com.hk/buy/residential/property-25778,Wan Chai,875,HKD$25 Millions,"@28,571 ",
2009,,,,,,,,,,1,,,3,Emerald Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-25777,Western mid-levels,971,HKD$26 Millions,"@26,777 ",
2010,1,,,,,,,,,,,,3,The Babington,,,https://www.squarefoot.com.hk/buy/residential/property-25776,Western mid-levels,648,HKD$18 Millions,"@27,778 ",
2011,1,,,,,,,,,,,,3,Rhine Court,,,https://www.squarefoot.com.hk/buy/residential/property-25775,Western mid-levels,970,HKD$18.8 Millions,"@19,381 ",
2012,,,,,,,,,,,,,3,Serene court,,,https://www.squarefoot.com.hk/buy/residential/property-26418,Kennedy Town,691,HKD$12.58 Millions,"@18,205 ",
2013,,,,,,,,,,,,1,2,Igloo Residence,,,https://www.squarefoot.com.hk/buy/residential/property-26417,Happy Valley,798,HKD$17.8 Millions,"@22,306 ",
2014,,,,,,,,,,,,,2,Kam Fung Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26416,Western mid-levels,428,HKD$9.98 Millions,"@23,318 ",
2015,,,,,,,,,,,,1,3,Ying Wah Court,,,https://www.squarefoot.com.hk/buy/residential/property-26414,North Point,730,HKD$9.98 Millions,"@13,671 ",
2016,1,,,,,,,,,,,,1,63 Pokfulam,,,https://www.squarefoot.com.hk/buy/residential/property-26413,Sai Ying Pun,281,HKD$10 Millions,"@35,587 ",
2017,1,,,,,,,,,,,,2,Kingsfield Tower,1,,https://www.squarefoot.com.hk/buy/residential/property-26410,Sai Ying Pun,588,HKD$13 Millions,"@22,109 ",
2018,,,,,,,,1,,,,,2,Wai Wah Court,,,https://www.squarefoot.com.hk/buy/residential/property-26409,Kennedy Town,344,HKD$10 Millions,"@29,070 ",
2019,,,,,1,,,,,,,1,1,Tong Nam Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26407,Sai Ying Pun,437,HKD$10 Millions,"@22,883 ",
2020,1,,,,1,,,,,,,,1,The Gloucester,,,https://www.squarefoot.com.hk/buy/residential/property-26406,Wan Chai,368,HKD$12 Millions,"@32,609 ",
2021,,,,,,,,,,,,1,2,Orlins Court,,,https://www.squarefoot.com.hk/buy/residential/property-26405,Shek Tong Tsui,478,HKD$10 Millions,"@20,921 ",
2022,,,,,,,,1,,,,,1,Ka Fai Court,,,https://www.squarefoot.com.hk/buy/residential/property-26435,Kennedy Town,323,HKD$7.98 Millions,"@24,706 ",
2023,,,,,,,,,,,,,2,Peace Tower,,,https://www.squarefoot.com.hk/buy/residential/property-26434,Western mid-levels,469,HKD$9.7 Millions,"@20,682 ",
2024,,,,,,,,,,,,,2,Gold Ning Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26433,Tai Hang,567,HKD$13 Millions,"@22,928 ",
2025,,,,,,,,,,,,,2,Tai Hang Terrace,1,,https://www.squarefoot.com.hk/buy/residential/property-26432,Jardine,567,HKD$13 Millions,"@22,928 ",
2026,,,,,,,,,,,,,1,Arbuthnot House,,,https://www.squarefoot.com.hk/buy/residential/property-26428,Western mid-levels,506,HKD$9.68 Millions,"@19,130 ",
2027,,,,,,,,,,,,,2,Kam Fung Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26425,Western mid-levels,449,HKD$9.85 Millions,"@21,938 ",
2028,,,,,,,,,,,,,3,Ka Ning Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26424,Aberdeen,647,HKD$9.88 Millions,"@15,270 ",
