,Balcony,Club House,Garden View,Lux_Revo,MTR nearby,Mountain View,River View,Rooftop,Sea View,Shopping Mall nearby,Swimming,Terrace,bedroom_amount,building,car_parking,floor_level,link,location,net_area,price,price_per,Garden view
1719,,,,,,,,,,,,,3,Crescent Heights,,,https://www.squarefoot.com.hk/buy/residential/property-25985,Happy Valley Mid Level,"1,076",HKD$18.8 Millions,"@17,472 ",
1720,,,,,,,,,,,,,2,New Central Mansion,,H,https://www.squarefoot.com.hk/buy/residential/property-25981,Central,"1,062",HKD$18.88 Millions,"@17,778 ",
1721,,,,,,,,,,,,,1,Robinson Heights,,,https://www.squarefoot.com.hk/buy/residential/property-25980,Western mid-levels,762,HKD$18.9 Millions,"@24,803 ",
1722,,,,,,,,,1,,,,2,Bowie Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26009,Kennedy Town,570,HKD$12.5 Millions,"@21,930 ",
1723,,,,,,,,,,,,,2,Robinson Heights,,,https://www.squarefoot.com.hk/buy/residential/property-26008,Western mid-levels,746,HKD$17.7 Millions,"@23,727 ",
1724,,,,,,,,,,1,,,2,GrandView Tower,1,,https://www.squarefoot.com.hk/buy/residential/property-26007,Mid-Levels Central,735,HKD$18.3 Millions,"@24,898 ",
1725,1,,,,,,,,,,,,2,Cherry Crest,,,https://www.squarefoot.com.hk/buy/residential/property-26006,Mid-Levels Central,696,HKD$18.3 Millions,"@26,293 ",
1726,1,1,,,,,,,1,1,,,2,Residence Bel-Air,,H,https://www.squarefoot.com.hk/buy/residential/property-26003,Southern District,614,HKD$18.38 Millions,"@29,935 ",
1727,1,,,,,,,,,,,,3,Serenade,1,,https://www.squarefoot.com.hk/buy/residential/property-26002,Tai Hang,788,HKD$24.3 Millions,"@30,838 ",
1728,1,,,,,,,,,,,,4,Vivian Court,1,,https://www.squarefoot.com.hk/buy/residential/property-26001,The Peak,"2,301",HKD$93.8 Millions,"@40,765 ",
1729,1,,,,,,,,,,,,3,Island Garden,,,https://www.squarefoot.com.hk/buy/residential/property-26000,Shaukeiwan,862,HKD$18.5 Millions,"@21,462 ",
1730,1,1,,,,,,,,,,,3,The Oakhill,,,https://www.squarefoot.com.hk/buy/residential/property-25999,Wan Chai,875,HKD$22.8 Millions,"@26,057 ",
1731,,,,,,,,,,,,,3,Y. Y. Mansions,1,H,https://www.squarefoot.com.hk/buy/residential/property-25998,Pok Fu Lam,"1,313",HKD$23.5 Millions,"@17,898 ",
1732,,,,,,,,,,,,,3,Vancouver Mansion,,H,https://www.squarefoot.com.hk/buy/residential/property-26020,Causeway Bay,"1,124",HKD$17 Millions,"@15,125 ",
1733,1,,,,1,,,,,,,,2,Marinella,,,https://www.squarefoot.com.hk/buy/residential/property-26019,Wong Chuk Hang,920,HKD$32 Millions,"@34,783 ",
1734,1,,,,,,,,,,,,3,Harbour One,1,,https://www.squarefoot.com.hk/buy/residential/property-26017,Kennedy Town,"1,127",HKD$30 Millions,"@26,619 ",
1735,,,,,,,,,,,,,2,Hillsborough Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26016,Mid-Levels Central,625,HKD$17 Millions,"@27,200 ",
1736,,,1,,1,,,,,,,,1,Convention Plaza,,H,https://www.squarefoot.com.hk/buy/residential/property-26015,Wan Chai,618,HKD$18 Millions,"@29,126 ",
1737,,,,,,,,1,,,,,1,Tonnochy Towers,,H,https://www.squarefoot.com.hk/buy/residential/property-26014,Wan Chai,333,HKD$7.49 Millions,"@22,492 ",
1738,1,,,,,,,,,,,,3,Winsome Park,,,https://www.squarefoot.com.hk/buy/residential/property-26013,Western mid-levels,803,HKD$21.38 Millions,"@26,625 ",
1739,1,,,,1,,,,1,,,,4,Marinella,1,H,https://www.squarefoot.com.hk/buy/residential/property-26012,Wong Chuk Hang,"1,949",HKD$93 Millions,"@47,717 ",
1740,1,,,,,,,,,,,,2,Celeste Court,1,,https://www.squarefoot.com.hk/buy/residential/property-26011,Happy Valley,617,HKD$17.6 Millions,"@28,525 ",
1741,1,,,,,,,,,,,,3,Phoenix Court,,,https://www.squarefoot.com.hk/buy/residential/property-26010,Wan Chai,"1,119",HKD$22.38 Millions,"@20,000 ",
1742,,,,,,,,,,,,,1,Chung Nam Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26031,Wan Chai,361,HKD$6.2 Millions,"@17,175 ",
1743,,,,,,,,,,,,,3,Harbour Heights,,,https://www.squarefoot.com.hk/buy/residential/property-26030,North Point,814,HKD$18 Millions,"@22,113 ",
1744,1,,,,,,,,,,,,2,The Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26029,Wan Chai,591,HKD$18 Millions,"@30,457 ",
1745,1,,,,,,,,,,,,2,The Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26028,Wan Chai,518,HKD$16 Millions,"@30,888 ",
1746,1,,,,,,,,,,,,2,The Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26027,Wan Chai,551,HKD$18 Millions,"@32,668 ",
1747,,,,,,,,,,,,,3,Maiden Court,1,,https://www.squarefoot.com.hk/buy/residential/property-26026,North Point Mid,779,HKD$16.8 Millions,"@21,566 ",
1748,,,,,,,,,,,,,1,St. Louis Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26025,Mid-Levels Central,770,HKD$18 Millions,"@23,377 ",
1749,1,,,,,,,,,,,,2,The Summa,,,https://www.squarefoot.com.hk/buy/residential/property-26023,Sai Ying Pun,769,HKD$21.88 Millions,"@28,453 ",
1750,1,,,,,,,,,,,,3,Caroline Height,,,https://www.squarefoot.com.hk/buy/residential/property-26022,Causeway Bay,750,HKD$18 Millions,"@24,000 ",
1751,,,,,,,,,,1,,,3,The Belcher's,,,https://www.squarefoot.com.hk/buy/residential/property-26021,Kennedy Town,"1,111",HKD$32 Millions,"@28,803 ",
1752,,,,,,,,,,,,,4,Pokfulam Gardens,,,https://www.squarefoot.com.hk/buy/residential/property-26043,Pok Fu Lam,"1,171",HKD$20.8 Millions,"@17,763 ",
1753,1,,,,,,,,,,,,3,Euston Court,,,https://www.squarefoot.com.hk/buy/residential/property-26042,Western mid-levels,775,HKD$15 Millions,"@19,355 ",
1754,,,,,,,,,,,,,1,Flora Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26041,Western mid-levels,320,HKD$7 Millions,"@21,875 ",
1755,1,1,,,1,,,,,,,,2,J Residence,,,https://www.squarefoot.com.hk/buy/residential/property-26040,Wan Chai,592,HKD$16 Millions,"@27,027 ",
1756,,,,,,,,,,,,,3,Parisian,1,,https://www.squarefoot.com.hk/buy/residential/property-26039,Stanley,"1,518",HKD$37 Millions,"@24,374 ",
1757,1,,,,,,,,,,,,4,Le Chateau,1,,https://www.squarefoot.com.hk/buy/residential/property-26037,Kowloon Tong,"1,506",HKD$34 Millions,"@22,576 ",
1758,1,,,,,,,,,,,,3,Greenery Garden,,,https://www.squarefoot.com.hk/buy/residential/property-26036,Pok Fu Lam,"1,018",HKD$17.9 Millions,"@17,583 ",
1759,1,,,,,,,,,,,,3,Centrepoint,,,https://www.squarefoot.com.hk/buy/residential/property-26035,Sheung Wan,658,HKD$19.5 Millions,"@29,635 ",
1760,,,,,,,,,,,,,1,The Rednaxela,,,https://www.squarefoot.com.hk/buy/residential/property-26034,Western mid-levels,691,HKD$18 Millions,"@26,049 ",
1761,,,,,1,,,,1,,,,1,Convention Plaza,,H,https://www.squarefoot.com.hk/buy/residential/property-26033,Wan Chai,623,HKD$20 Millions,"@32,103 ",
1762,,,,,,,,,,1,,,2,The Belcher's,,,https://www.squarefoot.com.hk/buy/residential/property-26055,Kennedy Town,665,HKD$17.3 Millions,"@26,015 ",
1763,,,,,,,,,,,,,2,GreenCliff,,,https://www.squarefoot.com.hk/buy/residential/property-26054,Happy Valley Mid Level,954,HKD$24 Millions,"@25,157 ",
1764,1,,,,,,,,,,,,3,Pokfulam Court,1,,https://www.squarefoot.com.hk/buy/residential/property-26053,Pok Fu Lam,"1,544",HKD$36 Millions,"@23,316 ",
1765,,,,,,,,,,,,,3,Prosperous Height,,,https://www.squarefoot.com.hk/buy/residential/property-26051,Western mid-levels,619,HKD$15 Millions,"@24,233 ",
1766,,,,,,,,,,,,,2,Baguio Villa,1,,https://www.squarefoot.com.hk/buy/residential/property-26050,Baguio Villa,906,HKD$17.5 Millions,"@19,316 ",
1767,1,,,,,,,,,,,,3,Larvotto,,,https://www.squarefoot.com.hk/buy/residential/property-26049,Ap Lei Chau,"1,051",HKD$25.38 Millions,"@24,148 ",
1768,1,,,,,,,,,,,,2,Baguio Villa,1,H,https://www.squarefoot.com.hk/buy/residential/property-26048,Baguio Villa,"1,296",HKD$30 Millions,"@23,148 ",
1769,1,,,,,,,,,,,,3,Vivian's Court,1,,https://www.squarefoot.com.hk/buy/residential/property-26047,Happy Valley,835,HKD$17.5 Millions,"@20,958 ",
1770,1,,,,,,,,,,,,2,Blue Pool Lodge,,,https://www.squarefoot.com.hk/buy/residential/property-26046,Happy Valley,"1,103",HKD$18.9 Millions,"@17,135 ",
1771,,,,,,,,,,,,,3,Tanner Garden,,,https://www.squarefoot.com.hk/buy/residential/property-26045,North Point,683,HKD$12.6 Millions,"@18,448 ",
1772,1,,,,,,,,,,,,3,Dragon Court,,,https://www.squarefoot.com.hk/buy/residential/property-26067,Tin Hau,857,HKD$16.98 Millions,"@19,813 ",
1773,,,,,,,,,,,,,3,Peaksville,1,,https://www.squarefoot.com.hk/buy/residential/property-26066,Western mid-levels,652,HKD$16.98 Millions,"@26,043 ",
1774,,,,,,,,,,,,1,2,Kam Fung Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26065,Western mid-levels,449,HKD$9.8 Millions,"@21,826 ",
1775,,,,,,,,,,,,,3,Honor Villa,,,https://www.squarefoot.com.hk/buy/residential/property-26064,Western mid-levels,681,HKD$15.5 Millions,"@22,761 ",
1776,,,,,,,,,,,,,3,Kam Kin Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26063,Western mid-levels,930,HKD$17 Millions,"@18,280 ",
1777,,,,,,,,,,,,,2,Ronsdale Garden,,,https://www.squarefoot.com.hk/buy/residential/property-26062,Tai Hang,694,HKD$17 Millions,"@24,496 ",
1778,,,,,1,,,,,1,,,3,TaiKoo Shing,,H,https://www.squarefoot.com.hk/buy/residential/property-26061,Taikoo Shing,701,HKD$14.5 Millions,"@20,685 ",
1779,1,,,,,,,,,,,,3,Centre Stage,,,https://www.squarefoot.com.hk/buy/residential/property-26058,Sheung Wan,628,HKD$17 Millions,"@27,070 ",
1780,,,,,,,,,,,,,2,Baguio Villa,1,H,https://www.squarefoot.com.hk/buy/residential/property-26057,Baguio Villa,906,HKD$20.8 Millions,"@22,958 ",
1781,,,,,,,,1,,,,,1,Bonham Crest,,,https://www.squarefoot.com.hk/buy/residential/property-26056,Sheung Wan,555,HKD$13.8 Millions,"@24,865 ",
1782,1,1,,,,,,,,,,,2,WarrenWoods,1,,https://www.squarefoot.com.hk/buy/residential/property-26079,Tai Hang,883,HKD$28.5 Millions,"@32,276 ",
1783,1,,,,,,,,,,,,3,Cherry Crest,,H,https://www.squarefoot.com.hk/buy/residential/property-26078,Mid-Levels Central,696,HKD$16.5 Millions,"@23,707 ",
1784,1,,,,,,,,,,,,1,One Wanchai,,,https://www.squarefoot.com.hk/buy/residential/property-26076,Wan Chai,465,HKD$12 Millions,"@25,806 ",
1785,1,,,,,,,,,,,,1,One Wanchai,,,https://www.squarefoot.com.hk/buy/residential/property-26075,Wan Chai,320,HKD$8.8 Millions,"@27,500 ",
1786,,,,,,,,,,,,1,2,Larvotto,,,https://www.squarefoot.com.hk/buy/residential/property-26073,Ap Lei Chau,558,HKD$16.8 Millions,"@30,108 ",
1787,1,,,,,,,,,,,,3,Centre Stage,,,https://www.squarefoot.com.hk/buy/residential/property-26072,Sheung Wan,910,HKD$27 Millions,"@29,670 ",
1788,1,,,,1,,,,,,,,3,The Hudson,,,https://www.squarefoot.com.hk/buy/residential/property-26071,Kennedy Town,544,HKD$14 Millions,"@25,735 ",
1789,1,,,,,,,,,,,,3,Realty Gardens,1,,https://www.squarefoot.com.hk/buy/residential/property-26070,Western mid-levels,"1,166",HKD$29.5 Millions,"@25,300 ",
1790,1,,,,,,,,,,,,2,Nikken Heights,,,https://www.squarefoot.com.hk/buy/residential/property-26069,Western mid-levels,758,HKD$16.9 Millions,"@22,296 ",
1791,,,,,,,,,,,,,2,Village Tower,1,,https://www.squarefoot.com.hk/buy/residential/property-26068,Happy Valley,788,HKD$16.9 Millions,"@21,447 ",
1792,,,,,,,,,,,,,3,The Rednaxela,,,https://www.squarefoot.com.hk/buy/residential/property-26101,Western mid-levels,671,HKD$16 Millions,"@23,845 ",
1793,1,,,,,,,,,,,,1,Eivissa Crest,,,https://www.squarefoot.com.hk/buy/residential/property-26099,Sai Ying Pun,305,HKD$7.5 Millions,"@24,590 ",
1794,,,,,,,,,,,,,3,Goldwin Heights,,,https://www.squarefoot.com.hk/buy/residential/property-26098,Western mid-levels,763,HKD$16 Millions,"@20,970 ",
1795,1,,,,,,,,,,,,3,The Brentwood,1,,https://www.squarefoot.com.hk/buy/residential/property-26097,Repulse Bay,"1,113",HKD$42 Millions,"@37,736 ",
1796,1,1,,,,,,,,,,,3,WarrenWoods,,,https://www.squarefoot.com.hk/buy/residential/property-26096,Tai Hang,662,HKD$20.5 Millions,"@30,967 ",
1797,1,,,,,,,,,,,,1,Artisan House,,,https://www.squarefoot.com.hk/buy/residential/property-26095,Sai Ying Pun,300,HKD$9.6 Millions,"@32,000 ",
1798,1,,,,,,,,,,,,2,South Bay Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-26094,Repulse Bay,850,HKD$32 Millions,"@37,647 ",
1799,,,,,,,,,,,,,3,5G Bowen Road,,,https://www.squarefoot.com.hk/buy/residential/property-26093,Mid-Levels Central,"1,108",HKD$22.8 Millions,"@20,578 ",
1800,,,,,,,,,,,,1,2,Alassio,,,https://www.squarefoot.com.hk/buy/residential/property-26092,Western mid-levels,544,HKD$22 Millions,"@40,441 ",
1801,,,,,,,,,,,,,4,Tak Fung House,,,https://www.squarefoot.com.hk/buy/residential/property-26091,Wan Chai,575,HKD$7.5 Millions,"@13,043 ",
1802,1,,,,,,,,,,,,3,Village Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-26113,Happy Valley,592,HKD$15.8 Millions,"@26,689 ",
1803,1,,,,,,,,,,,,2,Garfield Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26112,Western mid-levels,842,HKD$15.8 Millions,"@18,765 ",
1804,,,,,,,,,,,,,2,Happy House,,,https://www.squarefoot.com.hk/buy/residential/property-26111,North Point,560,HKD$6.8 Millions,"@12,143 ",
1805,,,,,,,,,,1,,,1,Amber Lodge,,H,https://www.squarefoot.com.hk/buy/residential/property-26110,Western mid-levels,274,HKD$6.6 Millions,"@24,088 ",
1806,,,,,,,,,,,,,2,Fortune Building,,H,https://www.squarefoot.com.hk/buy/residential/property-26108,Happy Valley,755,HKD$15.8 Millions,"@20,927 ",
1807,,,,,,,,,,,,,2,Corona Tower,,,https://www.squarefoot.com.hk/buy/residential/property-26107,Western mid-levels,700,HKD$15.3 Millions,"@21,857 ",
1808,,,,,,,,,,,,,3,Blessings Garden,1,H,https://www.squarefoot.com.hk/buy/residential/property-26106,Western mid-levels,832,HKD$23.8 Millions,"@28,606 ",
1809,,,,,,,,,,,,,3,Rhenish Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26105,Western mid-levels,800,HKD$16 Millions,"@20,000 ",
1810,1,,,,1,,,,,,,,3,The Hudson,,,https://www.squarefoot.com.hk/buy/residential/property-26103,Kennedy Town,544,HKD$16 Millions,"@29,412 ",
1811,,,,,,,,,,,,,3,Honour Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-26102,Pok Fu Lam,"1,198",HKD$25 Millions,"@20,868 ",
1812,,,,,,,,,,,,,1,Sun Wise Building,,,https://www.squarefoot.com.hk/buy/residential/property-26124,Central,337,HKD$9.8 Millions,"@29,080 ",
1813,1,,,,,,,,,,,,2,Artisan House,,,https://www.squarefoot.com.hk/buy/residential/property-26123,Sai Ying Pun,421,HKD$12.8 Millions,"@30,404 ",
1814,,,,,,,,1,,,,,1,Golden Pavilion,,,https://www.squarefoot.com.hk/buy/residential/property-26122,Western mid-levels,500,HKD$12.88 Millions,"@25,760 ",
1815,,,,,,,,1,,,,,3,Sea View Mansion,,H,https://www.squarefoot.com.hk/buy/residential/property-26120,Kennedy Town,734,HKD$15 Millions,"@20,436 ",
1816,,,,,,,,,,1,,,4,The Belcher's,,,https://www.squarefoot.com.hk/buy/residential/property-26119,Kennedy Town,"1,448",HKD$57 Millions,"@39,365 ",
1817,,,,,,,,,,,,,2,Illumination Terrace,,H,https://www.squarefoot.com.hk/buy/residential/property-26118,Tai Hang,568,HKD$11 Millions,"@19,366 ",
1818,,,,,,,,,,,,1,2,Casa Bella,,H,https://www.squarefoot.com.hk/buy/residential/property-26117,Western mid-levels,797,HKD$23 Millions,"@28,858 ",
1819,1,,,,,,,,,,,,3,Blue Pool Garden,1,H,https://www.squarefoot.com.hk/buy/residential/property-26116,Happy Valley,"1,076",HKD$25.8 Millions,"@23,978 ",
1820,1,,,,,,,,,,,,2,The Merton,,,https://www.squarefoot.com.hk/buy/residential/property-26115,Kennedy Town,619,HKD$15.8 Millions,"@25,525 ",
1821,1,,,,,,,,,,,,3,Centre Stage,,,https://www.squarefoot.com.hk/buy/residential/property-26114,Sheung Wan,773,HKD$19.5 Millions,"@25,226 ",
1822,,,,,,,,,,,,,3,Roc Ye Court,,,https://www.squarefoot.com.hk/buy/residential/property-26138,Western mid-levels,736,HKD$15 Millions,"@20,380 ",
1823,1,,,,,,,,,,,,3,The Avenue,,,https://www.squarefoot.com.hk/buy/residential/property-26137,Wan Chai,658,HKD$19.8 Millions,"@30,091 ",
1824,1,,,,,,,,,,,,3,Pak Fai Mansion,1,,https://www.squarefoot.com.hk/buy/residential/property-26135,Western mid-levels,"1,364",HKD$28.8 Millions,"@21,114 ",
1825,1,,,,,,,,,,,,3,No.2 Park Road,,,https://www.squarefoot.com.hk/buy/residential/property-26134,Mid-Levels Central,650,HKD$19 Millions,"@29,231 ",
1826,,,,,,,,,,,,,2,La Vogue Court,,,https://www.squarefoot.com.hk/buy/residential/property-26133,Happy Valley,"1,003",HKD$22.8 Millions,"@22,732 ",
1827,1,,,,,,,,,,,,3,The Highview Co-Op Building Society,1,,https://www.squarefoot.com.hk/buy/residential/property-26132,North Point Mid,"1,866",HKD$42 Millions,"@22,508 ",
1828,,,,,,,,,,,,,3,Elizabeth House,,,https://www.squarefoot.com.hk/buy/residential/property-26131,Causeway Bay,698,HKD$15 Millions,"@21,490 ",
1829,,,,,1,,,,,1,,,3,TaiKoo Shing,,H,https://www.squarefoot.com.hk/buy/residential/property-26127,Taikoo Shing,715,HKD$15.3 Millions,"@21,399 ",
1830,,,,,,,,,,,,,2,Primrose Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26126,Western mid-levels,622,HKD$18 Millions,"@28,939 ",
1831,1,,,,,,,,,,,,2,My Central,,,https://www.squarefoot.com.hk/buy/residential/property-26125,Sheung Wan,679,HKD$21.8 Millions,"@32,106 ",
1832,1,,,,,,,,,,,,2,Centre Stage,,,https://www.squarefoot.com.hk/buy/residential/property-25774,Sheung Wan,777,HKD$25 Millions,"@32,175 ",
1833,,,,,,,,,1,,,,3,Robinson Place,,H,https://www.squarefoot.com.hk/buy/residential/property-25773,Western mid-levels,"1,123",HKD$26 Millions,"@23,152 ",
1834,1,,,,,,,,1,,,,2,Pacific View,1,H,https://www.squarefoot.com.hk/buy/residential/property-25772,Tai Tam,"1,077",HKD$27.6 Millions,"@25,627 ",
1835,1,,,,,,,,,,,,3,Albron Court,,H,https://www.squarefoot.com.hk/buy/residential/property-25771,Western mid-levels,"1,367",HKD$25 Millions,"@18,288 ",
1836,1,,,,,,,,,,,,3,9-9A Wang Fung Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-25770,Tai Hang,"1,509",HKD$28 Millions,"@18,555 ",
1837,1,,,,,,,,,,,,4,Park View Court,1,,https://www.squarefoot.com.hk/buy/residential/property-25769,Western mid-levels,"2,399",HKD$52 Millions,"@21,676 ",
1838,1,,,,,,,,1,,,,2,The Redhill Peninsula,1,H,https://www.squarefoot.com.hk/buy/residential/property-25768,Tai Tam,954,HKD$25 Millions,"@26,205 ",
1839,1,,,,,,,,,,,,3,47-49 Blue Pool Road,,,https://www.squarefoot.com.hk/buy/residential/property-25767,Happy Valley,"1,276",HKD$28.5 Millions,"@22,335 ",
1840,,,,,,,,,1,,,,3,The Grand Panorama,,H,https://www.squarefoot.com.hk/buy/residential/property-25766,Western mid-levels,"1,014",HKD$24 Millions,"@23,669 ",
1841,1,,,,,,,,,,,,2,35-41 Village Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-25765,Happy Valley,"1,442",HKD$29 Millions,"@20,111 ",
1842,1,1,,,1,,,,,,,,2,J Residence,,,https://www.squarefoot.com.hk/buy/residential/property-26164,Wan Chai,608,HKD$14.5 Millions,"@23,849 ",
1843,1,,,,,,,,,,,,2,Monticello,1,,https://www.squarefoot.com.hk/buy/residential/property-26161,Mid-Levels Central,"1,232",HKD$32 Millions,"@25,974 ",
1844,1,,,,,,,,,,,,1,The Warren,,,https://www.squarefoot.com.hk/buy/residential/property-26160,Tai Hang,383,HKD$10.5 Millions,"@27,415 ",
1845,,,,,,,,,,,,,2,Greenville,,,https://www.squarefoot.com.hk/buy/residential/property-26159,Central,618,HKD$14.6 Millions,"@23,625 ",
1846,1,1,,,,,,,,,,,2,WarrenWoods,,,https://www.squarefoot.com.hk/buy/residential/property-26158,Tai Hang,549,HKD$15 Millions,"@27,322 ",
1847,,,,,,,,,,,,,3,The Fortune Gardens,,,https://www.squarefoot.com.hk/buy/residential/property-26156,Western mid-levels,757,HKD$14.3 Millions,"@18,890 ",
1848,1,,,,1,,,,,,,,2,Fleur Pavilia,,,https://www.squarefoot.com.hk/buy/residential/property-26155,North Point,655,HKD$14.2 Millions,"@21,679 ",
1849,,,,,,,,,,,,,3,SeaView Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-26153,North Point Mid,730,HKD$16.8 Millions,"@23,014 ",
1850,1,,,,1,,,,,,,,3,One Pacific Heights,,,https://www.squarefoot.com.hk/buy/residential/property-26152,Sheung Wan,750,HKD$16.5 Millions,"@22,000 ",
1851,,,,,,,,,,,,,3,Sung Ling Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26151,Western mid-levels,860,HKD$14.8 Millions,"@17,209 ",
1852,1,,,,,,,,,,,,3,The orchards,,,https://www.squarefoot.com.hk/buy/residential/property-25802,Quarry Bay,821,HKD$24 Millions,"@29,233 ",
1853,,,,,,,,,,1,,,3,Y.I.,1,,https://www.squarefoot.com.hk/buy/residential/property-25801,Tai Hang,825,HKD$23.3 Millions,"@28,242 ",
1854,1,,,,,,,,,,,,2,ALTRO,,,https://www.squarefoot.com.hk/buy/residential/property-25800,Sai Ying Pun,800,HKD$24.5 Millions,"@30,625 ",
1855,,,,,,,,,,,,,3,The Fortune Gardens,,,https://www.squarefoot.com.hk/buy/residential/property-25799,Western mid-levels,931,HKD$24.5 Millions,"@26,316 ",
1856,1,,,,,,,,,,,,2,Phoenix Court,,,https://www.squarefoot.com.hk/buy/residential/property-25798,Wan Chai,890,HKD$17.9 Millions,"@20,112 ",
1857,1,,,,,,,,,,,,3,Cambridge Garden,,,https://www.squarefoot.com.hk/buy/residential/property-25796,Western mid-levels,"1,060",HKD$24.5 Millions,"@23,113 ",
1858,,,,,,,,,,,,,3,Monticello,1,H,https://www.squarefoot.com.hk/buy/residential/property-25794,Mid-Levels Central,"1,075",HKD$24.5 Millions,"@22,791 ",
1859,,,,,,,,,,,,,3,Robinson Place,,H,https://www.squarefoot.com.hk/buy/residential/property-25793,Western mid-levels,"1,052",HKD$24.5 Millions,"@23,289 ",
1860,,,,,,,,,,,,,3,The Grand Panorama,,,https://www.squarefoot.com.hk/buy/residential/property-25792,Western mid-levels,812,HKD$16.5 Millions,"@20,320 ",
1861,,,,,,,,,,,,,2,Greenland Court,1,H,https://www.squarefoot.com.hk/buy/residential/property-25791,Mid-Levels Central,"1,091",HKD$25 Millions,"@22,915 ",
1862,,,,,,,,,,1,,,4,The Belcher's,,,https://www.squarefoot.com.hk/buy/residential/property-26175,Kennedy Town,"1,271",HKD$38 Millions,"@29,898 ",
1863,,,,,,,,,,1,,,1,GrandView Tower,1,,https://www.squarefoot.com.hk/buy/residential/property-26174,Mid-Levels Central,800,HKD$19 Millions,"@23,750 ",
1864,1,,,,,,,,,,,,3,Fleur Pavilia,,,https://www.squarefoot.com.hk/buy/residential/property-26173,North Point,808,HKD$20 Millions,"@24,752 ",
1865,,,,,,,,,,1,,,3,GrandView Tower,1,,https://www.squarefoot.com.hk/buy/residential/property-26172,Mid-Levels Central,759,HKD$17 Millions,"@22,398 ",
1866,1,,,,,,,,,,,,3,Soho 189,,,https://www.squarefoot.com.hk/buy/residential/property-26171,Sheung Wan,746,HKD$25 Millions,"@33,512 ",
1867,,,,,,,,,,,,,2,Bay View Mansion,,,https://www.squarefoot.com.hk/buy/residential/property-26170,Causeway Bay,635,HKD$11 Millions,"@17,323 ",
1868,,,,,1,,,,,,,,1,Convention Plaza,,H,https://www.squarefoot.com.hk/buy/residential/property-26169,Wan Chai,614,HKD$25 Millions,"@40,717 ",
1869,,,,,,,,,,,,,2,Sham Wan Towers,,,https://www.squarefoot.com.hk/buy/residential/property-26167,Southern District,483,HKD$11.5 Millions,"@23,810 ",
1870,1,,,,,,,,,,,,2,Centrepoint,,,https://www.squarefoot.com.hk/buy/residential/property-26166,Sheung Wan,488,HKD$14.5 Millions,"@29,713 ",
1871,,,,,,,,,,,,,2,Sham Wan Towers,,,https://www.squarefoot.com.hk/buy/residential/property-26165,Southern District,971,HKD$28 Millions,"@28,836 ",
1872,1,,,,,,,,,,,,3,Wing Way Court,,H,https://www.squarefoot.com.hk/buy/residential/property-26188,Wan Chai,"1,478",HKD$36 Millions,"@24,357 ",
1873,1,,,,,,,,,,,,1,Soho 38,,,https://www.squarefoot.com.hk/buy/residential/property-26187,Western mid-levels,488,HKD$14.6 Millions,"@29,918 ",
1874,,,,,,,,,,,,,2,Y. Y. Mansions,1,,https://www.squarefoot.com.hk/buy/residential/property-26185,Pok Fu Lam,"1,032",HKD$18 Millions,"@17,442 ",
1875,,,,,,,,,,,,,2,Tai Hang Terrace,1,,https://www.squarefoot.com.hk/buy/residential/property-26184,Jardine,527,HKD$12.38 Millions,"@23,491 ",
1876,,,,,,,,,,,,1,2,Gallant Place,1,H,https://www.squarefoot.com.hk/buy/residential/property-26183,Happy Valley,898,HKD$30 Millions,"@33,408 ",
1877,1,,,,,,,,,,,,2,Island Crest,,,https://www.squarefoot.com.hk/buy/residential/property-26182,Sai Ying Pun,463,HKD$14.2 Millions,"@30,670 ",
1878,,,,,,,,,,,,,2,Hollywood Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26180,Sheung Wan,616,HKD$14.25 Millions,"@23,133 ",
1879,1,,,,,,,,,,,,2,Jones Hive,,,https://www.squarefoot.com.hk/buy/residential/property-26178,Tai Hang,554,HKD$15.8 Millions,"@28,520 ",
1880,,,,,,,,,,,,,3,Yuk Sing Building,1,,https://www.squarefoot.com.hk/buy/residential/property-26177,Happy Valley,976,HKD$19.5 Millions,"@19,980 ",
1881,1,,,,,,,,,,,,2,No.2 Park Road,,H,https://www.squarefoot.com.hk/buy/residential/property-26176,Mid-Levels Central,621,HKD$14.38 Millions,"@23,156 ",
